series,condition,time,P01
dotted,ode_altflux,16.745694,0.03757710
dotted,ode_altflux,16.793995,0.03758019
dotted,ode_altflux,16.842076,0.03758319
dotted,ode_altflux,16.889932,0.03758609
dotted,ode_altflux,16.937562,0.03758890
dotted,ode_altflux,16.984961,0.03759161
dotted,ode_altflux,17.032127,0.03759423
dotted,ode_altflux,17.079056,0.03759675
dotted,ode_altflux,17.125747,0.03759918
dotted,ode_altflux,17.172195,0.03760151
dotted,ode_altflux,17.218397,0.03760375
dotted,ode_altflux,17.264352,0.03760590
dotted,ode_altflux,17.310054,0.03760795
dotted,ode_altflux,17.355502,0.03760991
dotted,ode_altflux,17.400693,0.03761178
dotted,ode_altflux,17.445623,0.03761356
dotted,ode_altflux,17.490289,0.03761524
dotted,ode_altflux,17.534688,0.03761683
dotted,ode_altflux,17.578818,0.03761833
dotted,ode_altflux,17.622675,0.03761974
dotted,ode_altflux,17.666256,0.03762105
dotted,ode_altflux,17.709558,0.03762228
dotted,ode_altflux,17.752578,0.03762341
dotted,ode_altflux,17.795312,0.03762446
dotted,ode_altflux,17.837759,0.03762541
dotted,ode_altflux,17.879915,0.03762627
dotted,ode_altflux,17.921777,0.03762705
dotted,ode_altflux,17.963341,0.03762773
dotted,ode_altflux,18.004605,0.03762833
dotted,ode_altflux,18.045566,0.03762884
dotted,ode_altflux,18.086220,0.03762926
dotted,ode_altflux,18.126565,0.03762959
dotted,ode_altflux,18.166597,0.03762983
dotted,ode_altflux,18.206314,0.03762998
dotted,ode_altflux,18.245713,0.03763005
dotted,ode_altflux,18.284789,0.03763003
dotted,ode_altflux,18.323541,0.03762992
dotted,ode_altflux,18.361966,0.03762973
dotted,ode_altflux,18.400059,0.03762945
dotted,ode_altflux,18.437819,0.03762908
dotted,ode_altflux,18.475242,0.03762863
dotted,ode_altflux,18.512325,0.03762809
dotted,ode_altflux,18.549065,0.03762747
dotted,ode_altflux,18.585460,0.03762676
dotted,ode_altflux,18.621505,0.03762597
dotted,ode_altflux,18.657198,0.03762509
dotted,ode_altflux,18.692535,0.03762412
dotted,ode_altflux,18.727515,0.03762308
dotted,ode_altflux,18.762133,0.03762195
dotted,ode_altflux,18.796387,0.03762073
dotted,ode_altflux,18.830274,0.03761943
dotted,ode_altflux,18.863791,0.03761805
dotted,ode_altflux,18.896934,0.03761659
dotted,ode_altflux,18.929700,0.03761504
dotted,ode_altflux,18.962087,0.03761341
dotted,ode_altflux,18.994091,0.03761170
dotted,ode_altflux,19.025710,0.03760991
dotted,ode_altflux,19.056940,0.03760803
dotted,ode_altflux,19.087778,0.03760608
dotted,ode_altflux,19.118222,0.03760404
dotted,ode_altflux,19.148268,0.03760192
dotted,ode_altflux,19.177912,0.03759973
dotted,ode_altflux,19.207153,0.03759745
dotted,ode_altflux,19.235987,0.03759509
dotted,ode_altflux,19.264411,0.03759265
dotted,ode_altflux,19.292422,0.03759014
dotted,ode_altflux,19.320017,0.03758754
dotted,ode_altflux,19.347193,0.03758486
dotted,ode_altflux,19.373946,0.03758211
dotted,ode_altflux,19.400274,0.03757928
dotted,ode_altflux,19.426174,0.03757637
dotted,ode_altflux,19.451643,0.03757338
dotted,ode_altflux,19.476677,0.03757031
dotted,ode_altflux,19.501273,0.03756717
dotted,ode_altflux,19.525430,0.03756395
dotted,ode_altflux,19.549142,0.03756065
dotted,ode_altflux,19.572408,0.03755728
dotted,ode_altflux,19.595225,0.03755383
dotted,ode_altflux,19.617588,0.03755030
dotted,ode_altflux,19.639496,0.03754670
dotted,ode_altflux,19.660945,0.03754302
dotted,ode_altflux,19.681933,0.03753927
dotted,ode_altflux,19.702455,0.03753544
dotted,ode_altflux,19.722510,0.03753154
dotted,ode_altflux,19.742093,0.03752756
dotted,ode_altflux,19.761203,0.03752351
dotted,ode_altflux,19.779835,0.03751939
dotted,ode_altflux,19.797988,0.03751519
dotted,ode_altflux,19.815657,0.03751092
dotted,ode_altflux,19.832840,0.03750657
dotted,ode_altflux,19.849533,0.03750215
dotted,ode_altflux,19.865735,0.03749766
dotted,ode_altflux,19.881441,0.03749310
dotted,ode_altflux,19.896648,0.03748846
dotted,ode_altflux,19.911354,0.03748376
dotted,ode_altflux,19.925556,0.03747898
dotted,ode_altflux,19.939250,0.03747413
dotted,ode_altflux,19.952433,0.03746920
dotted,ode_altflux,19.965103,0.03746421
dotted,ode_altflux,19.977256,0.03745915
dotted,ode_altflux,19.988889,0.03745402
dotted,ode_altflux,20.000000,0.03744881
