Stot_molecules,R_active_MAPK_molecules
7.083527495840287302e+05,4.630177514792899456e+04
7.220529581664016005e+05,4.497041420118343376e+04
7.360181416716651293e+05,4.393491124260354991e+04
7.502534249641118804e+05,4.289940828402367333e+04
7.647640320277307183e+05,4.171597633136095101e+04
7.795552878832760034e+05,4.068047337278106716e+04
7.946326205424126238e+05,3.979289940828402177e+04
8.100015629996580537e+05,3.875739644970413792e+04
8.256677552628489211e+05,3.772189349112426135e+04
8.416369464228793513e+05,3.683431952662721596e+04
8.579149967634702334e+05,3.594674556213017786e+04
8.745078799117425224e+05,3.476331360946745554e+04
8.914216850303859683e+05,3.387573964497041743e+04
9.086626190522250254e+05,3.298816568047337205e+04
9.262370089580042986e+05,3.210059171597633031e+04
9.441513040982286911e+05,3.121301775147928856e+04
9.624120785599088995e+05,3.047337278106508893e+04
