# Digitized from Fig. 2H of Smith GR, Shanley DP (2013), BMC Systems Biology 7:41,
# doi:10.1186/1752-0509-7-41. The published PDF page was rendered at 400 dpi with
# pdftoppm; the axis frame and tick marks were located by pixel run detection and
# used for a linear (or log) calibration; each plotted curve was then traced column
# by column, selecting at each column the colour-matched pixel run closest to the
# previous column's centre so that data markers, error bars and legend keys do not
# capture the trace.
# Insulin dose 1 nM; the horizontal axis is calibrated on the decade ticks.
external_ROS_M,fraction_DNA_bound_FOXO
5.2789e-05,0.353659
5.42131e-05,0.352033
5.56756e-05,0.350407
5.71775e-05,0.34878
5.872e-05,0.347154
6.03041e-05,0.345528
6.19309e-05,0.343902
6.36016e-05,0.342276
6.53174e-05,0.34065
6.70795e-05,0.339837
6.88891e-05,0.338211
7.07475e-05,0.337398
7.2656e-05,0.335772
7.46161e-05,0.334146
7.6629e-05,0.33252
7.86962e-05,0.330894
8.08192e-05,0.329268
8.29994e-05,0.327642
8.52385e-05,0.326016
8.7538e-05,0.32439
8.98995e-05,0.322764
9.23247e-05,0.321138
9.48153e-05,0.319512
9.73732e-05,0.317886
0.0001,0.317073
0.000102698,0.315447
